"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"667";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"668";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"669";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"670";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"671";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
"672";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"673";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"674";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"675";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"676";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"677";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"678";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"679";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"680";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"681";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"682";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"683";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"684";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"685";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"686";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
"687";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"688";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"689";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"690";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"691";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"692";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"693";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"694";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"695";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"696";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;33;33;33;33
"697";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"698";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"699";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"700";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"701";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"702";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"703";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"704";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"705";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"706";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"707";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"708";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"709";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"710";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"711";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"712";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"713";2;4;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"714";2;4;6;8;11;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"715";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"716";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"717";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"718";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"719";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"720";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"721";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"722";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"723";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"724";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"725";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"726";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"727";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"728";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"729";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"730";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"731";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"732";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"733";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"734";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"735";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"736";2;4;6;8;11;12;15;17;19;20;20;20;20;20;20;20;20;20;20
"737";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"738";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"739";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"740";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"741";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"742";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"743";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"744";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"745";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"746";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"747";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"748";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"749";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"750";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"751";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"752";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"753";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"754";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"755";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"756";2;4;6;8;11;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"757";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"758";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"759";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"760";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"761";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"762";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"763";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"764";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"765";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"766";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"767";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"768";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"769";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"770";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;38
"771";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"772";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"773";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"774";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"775";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"776";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"777";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"778";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"779";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"780";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"781";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"782";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"783";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"784";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"785";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"786";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"787";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"788";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"789";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"790";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"791";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
